shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield
Ready Capital Corporation 5.75%,RCC,NYSE,2023-04-29 19:00:00,,
Invesco S&P 500 Equal Weight Co,RCD,NYSEArca,,,
"Avita Medical, Inc.",RCEL,NasdaqCM,,0.0,0.0
RCF Acquisition Corp.,RCFA,NYSE,,0.0,0.0
,RCFA-WS,,,,
153389,RCG,NYSE,2008-10-21 19:00:00,0.004,0.0023529413
"Rogers Communication, Inc.",RCI,NYSE,2023-04-02 19:00:00,2.0,0.04541326
"Rocket Pharmaceuticals, Inc.",RCKT,NasdaqGM,2018-01-04 18:00:00,0.0,0.0
"Rocket Pharmaceuticals, Inc. Wa",RCKTW,NasdaqGM,,0.0,0.0
"Rocky Brands, Inc.",RCKY,NasdaqGS,2023-03-14 19:00:00,0.62,0.026282324
D/B/A Royal Caribbean Cruises L,RCL,NYSE,2020-04-05 19:00:00,0.0,0.0
Rosecliff Acquisition Corp I,RCLF,NasdaqCM,,0.0,0.0
Rosecliff Acquisition Corp I,RCLFU,NasdaqCM,,0.0,0.0
Rosecliff Acquisition Corp I,RCLFW,NasdaqCM,,,
R1 RCM Inc.,RCM,NasdaqGS,,0.0,0.0
"RCM Technologies, Inc.",RCMT,NasdaqGM,2017-12-27 18:00:00,0.0,0.0
"Recon Technology, Ltd.",RCON,NasdaqCM,2019-12-26 18:00:00,0.0,0.0
"Recruiter.com Group, Inc.",RCRT,NasdaqCM,2019-08-21 19:00:00,0.0,0.0
"Recruiter.com Group, Inc. Warrant",RCRTW,NasdaqCM,,,
"PIMCO Strategic Income Fund, In",RCS,NYSE,,0.612,0.1135436
"Arcus Biosciences, Inc.",RCUS,NYSE,,0.0,0.0
Radcom Ltd.,RDCM,NasdaqCM,,0.0,0.0
Rareview Dynamic Fixed Income E,RDFI,BATS,,,
Redfin Corporation,RDFN,NasdaqGS,,0.0,0.0
Redhill Biopharma Ltd.,RDHL,NasdaqGM,,0.0,0.0
Reading International Inc,RDI,NasdaqCM,,0.0,0.0
Reading International Inc,RDIB,NasdaqCM,,0.0,0.0
Invesco Exchange-Traded Fund Tr,RDIV,NYSEArca,,,
SSGA Active Trust SPDR Bloomber,RDMX,NYSEArca,,,
Radian Group Inc.,RDN,NYSE,2023-03-14 19:00:00,0.8,0.038387716
"RadNet, Inc.",RDNT,NasdaqGM,,0.0,0.0
ALPS ETF Trust ALPS REIT Divide,RDOG,NYSEArca,,,
First Trust Exchange-Traded Fun,RDVI,BATS,,,
"Red Violet, Inc.",RDVT,NasdaqCM,,0.0,0.0
First Trust Rising Dividend Ach,RDVY,NasdaqGM,2017-03-30 19:00:00,0.0,0.0
Redwire Corporation,RDW,NYSE,,0.0,0.0
Radware Ltd.,RDWR,NasdaqGS,,0.0,0.0
Dr. Reddy's Laboratories Ltd,RDY,NYSE,2022-08-11 19:00:00,30.0,0.5620082
"Everest Re Group, Ltd.",RE,NYSE,2023-03-29 19:00:00,6.5,0.019209173
"The RealReal, Inc.",REAL,NasdaqGS,,0.0,0.0
"The Real Brokerage, Inc.",REAX,NasdaqCM,,0.0,0.0
"Reborn Coffee, Inc.",REBN,NasdaqCM,,0.0,0.0
Columbia Research Enhanced Core,RECS,NYSEArca,,0.0,0.0
REE Automotive Ltd.,REE,NasdaqGM,,0.0,0.0
iShares Trust iShares Global RE,REET,NYSEArca,,0.0,0.0
Chicago Atlantic Real Estate Fi,REFI,NasdaqGM,2023-01-12 18:00:00,1.81,0.13923076
Research Frontiers Incorporated,REFR,NasdaqCM,,0.0,0.0
Regency Centers Corporation,REG,NasdaqGS,2023-04-04 19:00:00,2.525,0.042174716
ProShares S&P MidCap 400 Divide,REGL,BATS,,,
"Regeneron Pharmaceuticals, Inc.",REGN,NasdaqGS,,0.0,0.0
"Ring Energy, Inc.",REI,NYSE American,,0.0,0.0
ALPS Active REIT ETF,REIT,NasdaqGM,,,
ProShares Short Real Estate,REK,NYSEArca,,,
"Rekor Systems, Inc.",REKR,NasdaqCM,,0.0,0.0
"Reliance Global Group, Inc.",RELI,NasdaqCM,,0.0,0.0
"Reliance Global Group, Inc. - S",RELIW,NasdaqCM,,,
"Richardson Electronics, Ltd.",RELL,NasdaqGS,2023-02-21 18:00:00,0.24,0.011922504
RELX PLC PLC,RELX,NYSE,2023-06-11 19:00:00,0.546,0.017884048
"Remitly Global, Inc.",RELY,NasdaqGS,,0.0,0.0
iShares Trust iShares Mortgage ,REM,BATS,2018-03-27 19:00:00,,
SSGA Active Trust SPDR Bloomber,REMG,NYSEArca,,,
VanEck Rare Earth/Strategic Met,REMX,NYSEArca,,0.0,0.0
Cartesian Growth Corporation II,RENE,NasdaqGM,,0.0,0.0
Cartesian Growth Corporation II,RENEU,NasdaqGM,,0.0,0.0
Cartesian Growth Corporation II,RENEW,NasdaqGS,,0.0,0.0
Renren Inc.,RENN,NYSE,2022-12-20 18:00:00,0.0,0.0
"Rent the Runway, Inc.",RENT,NasdaqGS,,0.0,0.0
Harbor ETF Trust Harbor Energy ,RENW,NYSEArca,,,
"Replimune Group, Inc.",REPL,NasdaqGS,,0.0,0.0
"Riley Exploration Permian, Inc.",REPX,NYSE American,2023-02-07 18:00:00,1.3,0.042819496
ATRenew Inc.,RERE,NYSE,,0.0,0.0
"RPC, Inc.",RES,NYSE,2023-03-09 18:00:00,0.04,0.0052151238
WisdomTree International ESG Fu,RESD,BATS,,,
WisdomTree Emerging Markets ESG,RESE,BATS,,,
Kelly Strategic ETF Trust Kelly,RESI,NYSEArca,,,
WisdomTree U.S. ESG Fund,RESP,NYSEArca,,,
"Reata Pharmaceuticals, Inc.",RETA,NasdaqGM,,0.0,0.0
Direxion Daily Retail Bull 3X S,RETL,NYSEArca,,,
"ReTo Eco-Solutions, Inc.",RETO,NasdaqCM,,0.0,0.0
Reunion Neuroscience Inc.,REUN,NasdaqGS,2020-10-05 19:00:00,0.0,0.0
"Revelation Biosciences, Inc.",REVB,NasdaqCM,,0.0,0.0
,REVBW,NasdaqGM,,,
Alpine Acquisition Corporation,REVE,NasdaqCM,,0.0,0.0
Alpine Acquisition Corporation,REVEU,NasdaqCM,,0.0,0.0
Alpine Acquisition Corporation Warrant,REVEW,NasdaqCM,,,
"REV Group, Inc.",REVG,NYSE,2023-04-13 19:00:00,0.2,0.016891891
Columbia Research Enhanced Valu,REVS,NYSEArca,,,
ProShares UltraShort Technology,REW,NYSEArca,2019-03-26 19:00:00,,
REX American Resources Corporat,REX,NYSE,,0.0,0.0
"Rexford Industrial Realty, Inc.",REXR,NYSE,2023-04-16 19:00:00,1.26,0.021630902
Reynolds Consumer Products Inc.,REYN,NasdaqGS,2023-02-27 18:00:00,0.92,0.034200743
iShares Residential and Multise,REZ,NYSEArca,,,
"Resideo Technologies, Inc.",REZI,NYSE,,0.0,0.0
Regions Financial Corporation,RF,NYSE,2023-04-02 19:00:00,0.74,0.041926347
RF Acquisition Corp.,RFAC,NasdaqGM,,0.0,0.0
RF Acquisition Corp.,RFACR,NasdaqGM,,0.0,0.0
RF Acquisition Corp.,RFACU,NasdaqGM,,0.0,0.0
,RFACW,NasdaqGM,,0.0,0.0
RiverFront Dynamic Core Income ,RFCI,NYSEArca,,,
RiverFront Dynamic US Dividend ,RFDA,NYSEArca,,,
First Trust RiverFront Dynamic ,RFDI,NasdaqGM,2017-03-30 19:00:00,,
First Trust RiverFront Dynamic ,RFEM,NasdaqGM,2017-03-30 19:00:00,0.0,0.0
First Trust RiverFront Dynamic ,RFEU,NasdaqGM,2017-03-30 19:00:00,,
RiverFront Dynamic US Flex-Cap ,RFFC,NYSEArca,,,
Invesco S&P Midcap 400 Pure Gro,RFG,NYSEArca,,,
Cohen & Steers Total Return Rea,RFI,NYSE,2019-03-28 19:00:00,1.226,0.1038983
"RF Industries, Ltd.",RFIL,NasdaqGM,2020-04-14 19:00:00,0.0,0.0
"Rafael Holdings, Inc.",RFL,NYSE,,0.0,0.0
RiverNorth Flexible Municipal I,RFM,NYSE,2023-03-30 19:00:00,0.0,0.0
,RFMZ,NYSE,,0.0,0.0
Invesco S&P Midcap 400 Pure Val,RFV,NYSEArca,,,
"Reinsurance Group of America, I",RGA,NYSE,2023-02-27 18:00:00,3.06,0.024513338
Regencell Bioscience Holdings L,RGC,NasdaqCM,,0.0,0.0
RGC Resources Inc.,RGCO,NasdaqGM,2023-04-30 19:00:00,0.782,0.03223413
Repligen Corporation,RGEN,NasdaqGS,,0.0,0.0
"The Real Good Food Company, Inc",RGF,NasdaqGM,,0.0,0.0
Invesco S&P 500 Equal Weight In,RGI,NYSEArca,,,
"Royal Gold, Inc.",RGLD,NasdaqGS,2023-04-20 19:00:00,1.425,0.01181984
Regulus Therapeutics Inc.,RGLS,NasdaqCM,2018-10-03 19:00:00,0.0,0.0
REGENXBIO Inc.,RGNX,NasdaqGS,,0.0,0.0
"Resources Connection, Inc.",RGP,NasdaqGS,2023-03-15 19:00:00,0.56,0.031908832
"Sturm, Ruger & Company, Inc.",RGR,NYSE,2023-03-23 19:00:00,1.98,0.036118206
Regis Corporation,RGS,NYSE,2013-11-18 18:00:00,0.0,0.0
"Royce Global Value Trust, Inc.",RGT,NYSE,2018-12-26 18:00:00,0.0,0.0
"Rigetti Computing, Inc.",RGTI,NasdaqCM,,0.0,0.0
"Rigetti Computing, Inc. Warrant",RGTIW,NasdaqGM,,0.0,0.0
RH,RH,NYSE,,0.0,0.0
BNY Mellon ETF Trust BNY Mellon,RHCB,NYSEArca,,,
"Regional Health Properties, Inc",RHE,NYSE American,2019-01-01 18:00:00,0.0,0.0
Robert Half International Inc.,RHI,NYSE,2023-03-14 19:00:00,1.72,0.02282984
"Ryman Hospitality Properties, I",RHP,NYSE,2023-04-16 19:00:00,0.35,0.003999543
RH Tactical Rotation ETF,RHRX,NYSEArca,,,
Invesco S&P 500 Equal Weight Co,RHS,NYSEArca,,,
RH Tactical Outlook ETF,RHTX,NYSEArca,,,
RiceBran Technologies,RIBT,NasdaqCM,,0.0,0.0
"RCI Hospitality Holdings, Inc.",RICK,NasdaqGM,2023-03-28 19:00:00,0.2,0.0024919014
Lordstown Motors Corp.,RIDE,NasdaqGS,,0.0,0.0
Hoya Capital High Dividend Yiel,RIET,NYSEArca,,,
Transocean Ltd (Switzerland),RIG,NYSE,2015-09-22 19:00:00,0.0,0.0
"Rigel Pharmaceuticals, Inc.",RIGL,NasdaqGS,,0.0,0.0
RiverFront Strategic Income Fun,RIGS,NYSEArca,,,
"B. Riley Financial, Inc.",RILY,NasdaqGM,2023-03-22 19:00:00,4.0,0.1293661
"B. Riley Financial, Inc. - 5.00",RILYG,NasdaqGM,2023-10-30 19:00:00,,
"B. Riley Financial, Inc. - 5.50",RILYK,NasdaqGM,2023-10-30 19:00:00,,
"B. Riley Financial, Inc. - Depo",RILYL,NasdaqGM,2023-01-30 18:00:00,4.0,0.19323671
"B. Riley Financial, Inc. - 6.37",RILYM,NasdaqGM,2023-10-30 19:00:00,,
"B. Riley Financial, Inc. - 6.50",RILYN,NasdaqGM,2023-10-30 19:00:00,,
"B. Riley Financial, Inc. - 6.75",RILYO,NasdaqGM,2023-10-30 19:00:00,,
"B. Riley Financial, Inc. - Depo",RILYP,NasdaqGM,2023-01-30 18:00:00,4.0,0.22296543
"B. Riley Financial, Inc. - 6.00",RILYT,NasdaqGM,2023-10-30 19:00:00,,
"B. Riley Financial, Inc. - 5.25",RILYZ,NasdaqGM,2023-10-30 19:00:00,,
ProShares Inflation Expectation,RINF,NYSEArca,,0.0,0.0
iShares MSCI Global Gold Miners,RING,NasdaqGM,2017-12-25 18:00:00,0.0,0.0
Rio Tinto Plc,RIO,NYSE,2023-04-19 19:00:00,4.904,0.074449666
"Riot Platforms, Inc.",RIOT,NasdaqCM,2017-10-17 19:00:00,0.0,0.0
Inspire Tactical Balanced ETF,RISN,NYSEArca,,,
FolioBeyond Rising Rates ETF,RISR,NYSEArca,,,
ETF Series Solutions ETFB Green,RITA,NYSEArca,,,
Rithm Capital Corp.,RITM,NYSE,2023-01-26 18:00:00,1.0,0.125
"RiverNorth Opportunities Fund, ",RIV,NYSE,2019-04-29 19:00:00,0.0,0.0
"Rivian Automotive, Inc.",RIVN,NasdaqGS,,0.0,0.0
Jackson Acquisition Company,RJAC,NYSE,,0.0,0.0
"Raymond James Financial, Inc.",RJF,NYSE,2023-04-16 19:00:00,1.44,0.01652134
"Arcadia Biosciences, Inc.",RKDA,NasdaqCM,2018-01-23 18:00:00,0.0,0.0
"Rocket Lab USA, Inc.",RKLB,NasdaqCM,,0.0,0.0
"Rocket Companies, Inc.",RKT,NYSE,2022-03-21 19:00:00,0.0,0.0
Rocket Internet Growth Opportun,RKTA,NYSE,,0.0,0.0
Ralph Lauren Corporation,RL,NYSE,2023-01-12 18:00:00,2.938,0.026316732
"Relay Therapeutics, Inc.",RLAY,NasdaqGM,,0.0,0.0
"Radiant Logistics, Inc.",RLGT,NYSE American,,0.0,0.0
RLI Corp.,RLI,NYSE,2023-03-19 19:00:00,1.03,0.0080393385
RLJ Lodging Trust,RLJ,NYSE,2023-04-16 19:00:00,0.12,0.011385199
"Relmada Therapeutics, Inc.",RLMD,NasdaqGS,2019-09-29 19:00:00,0.0,0.0
Cohen & Steers Real Estate Oppo,RLTY,NYSE,,0.0,0.0
RLX Technology Inc.,RLX,NYSE,,0.0,0.0
SPDR SSgA Multi Asset Real Retu,RLY,NYSEArca,,,
Rallybio Corporation,RLYB,NasdaqGS,,0.0,0.0
Regional Management Corp.,RM,NYSE,2023-03-14 19:00:00,1.2,0.04571429
"RE/MAX Holdings, Inc.",RMAX,NYSE,2023-03-21 19:00:00,0.92,0.05125348
"Richmond Mutual Bancorporation,",RMBI,NasdaqCM,2023-03-15 19:00:00,0.4,0.03521127
"RumbleOn, Inc.",RMBL,NasdaqCM,2020-05-19 19:00:00,0.0,0.0
"Rambus, Inc.",RMBS,NasdaqGS,,0.0,0.0
Rocky Mountain Chocolate Factor,RMCF,NasdaqGM,2020-03-12 19:00:00,0.0,0.0
ResMed Inc.,RMD,NYSE,2023-03-15 19:00:00,1.72,0.0082696285
"Ra Medical Systems, Inc.",RMED,NYSE American,2020-11-16 18:00:00,0.0,0.0
RMG Acquisition Corp. III,RMGC,NasdaqCM,,0.0,0.0
RMG Acquisition Corp. III,RMGCU,NasdaqCM,,0.0,0.0
RMG Acquisition Corp. III,RMGCW,NasdaqCM,,,
RiverNorth Opportunistic Munici,RMI,NYSE,2019-03-28 19:00:00,0.0,0.0
RiverNorth Managed Duration Mun,RMM,NYSE,2023-03-30 19:00:00,0.0,0.0
RiverNorth Managed Duration Mun,RMMZ,NYSE,,0.0,0.0
"Rimini Street, Inc.",RMNI,NasdaqGM,,0.0,0.0
RiverNorth Capital and Income F,RMPL-P,NYSE,2023-02-14 18:00:00,0.0,0.0
The RMR Group Inc.,RMR,NasdaqCM,2023-02-15 18:00:00,1.6,0.062378168
"Royce Micro-Cap Trust, Inc.",RMT,NYSE,2018-12-26 18:00:00,0.95,0.11390887
"Rockwell Medical, Inc.",RMTI,NasdaqCM,,0.0,0.0
"Avidity Biosciences, Inc.",RNA,NasdaqGM,,0.0,0.0
"TransCode Therapeutics, Inc.",RNAZ,NasdaqCM,,0.0,0.0
Developed International Equity ,RNDM,NasdaqGM,,,
US Equity Dividend Select ETF,RNDV,NasdaqGM,,,
Emerging Markets Equity Select ,RNEM,NasdaqGM,,,
Mount Rainier Acquisition Corp.,RNERU,NasdaqGM,,0.0,0.0
VanEck Green Infrastructure ETF,RNEW,NasdaqGM,,0.0,0.0
"Ringcentral, Inc.",RNG,NYSE,,0.0,0.0
"Ranger Energy Services, Inc.",RNGR,NYSE,,0.0,0.0
Large Cap US Equity Select ETF,RNLC,NasdaqGM,,,
Renalytix plc,RNLX,NasdaqGM,,0.0,0.0
Mid Cap US Equity Select ETF,RNMC,NasdaqGM,,,
Cohen & Steers Reit and Preferr,RNP,NYSE,2019-03-28 19:00:00,1.56,0.079147644
RenaissanceRe Holdings Ltd.,RNR,NYSE,2023-03-30 19:00:00,1.48,0.00792843
Global X Renewable Energy Produ,RNRG,NasdaqGM,,0.0,0.0
Small Cap US Equity Select ETF,RNSC,NasdaqGM,,,
Renasant Corporation,RNST,NasdaqGS,2023-03-30 19:00:00,0.88,0.028341385
ReNew Energy Global plc,RNW,NasdaqGS,,0.0,0.0
,RNWK,,,,
ReNew Energy Global plc Warrant,RNWWW,NasdaqGS,,,
Listed Funds Trust TrueShares E,RNWZ,NYSEArca,,0.0,0.0
"RenovoRx, Inc.",RNXT,NasdaqCM,,0.0,0.0
"Construction Partners, Inc.",ROAD,NasdaqGS,,0.0,0.0
Hartford Multifactor Emerging M,ROAM,NYSEArca,,0.0,0.0
Exchange Traded Concepts Trust ,ROBO,NYSEArca,2017-12-28 18:00:00,0.0,0.0
First Trust Nasdaq Artificial I,ROBT,NasdaqGM,,,
ROC Energy Acquisition Corp.,ROC,NasdaqGM,,0.0,0.0
ROC Energy Acquisition Corp.,ROCAR,NasdaqGM,,,
ROC Energy Acquisition Corp.,ROCAU,NasdaqGM,,0.0,0.0
Ranger Oil Corporation,ROCC,NasdaqGS,2023-03-29 19:00:00,0.15,0.004128251
Roth CH Acquisition IV Co.,ROCG,NasdaqCM,,0.0,0.0
Roth CH Acquisition IV Co.,ROCGU,NasdaqCM,,0.0,0.0
Roth CH Acquisition IV Co. Warrant,ROCGW,NasdaqCM,,,
Alpha Architect ETF Trust ROC E,ROCI,BATS,,0.0,0.0
"Gibraltar Industries, Inc.",ROCK,NasdaqGS,,0.0,0.0
Roth CH Acquisition V Co.,ROCL,NasdaqGM,,0.0,0.0
Roth CH Acquisition V Co.,ROCLU,NasdaqGM,,0.0,0.0
Roth CH Acquisition V Co. Warrant,ROCLW,NasdaqGM,,,
Hartford Multifactor Diversifie,RODE,BATS,,,
Hartford Multifactor Developed ,RODM,NYSEArca,,,
Rogers Corporation,ROG,NYSE,,0.0,0.0
Retail Opportunity Investments ,ROIC,NasdaqGS,2023-04-06 19:00:00,0.58,0.04458109
Roivant Sciences Ltd.,ROIV,NasdaqGM,,0.0,0.0
Roivant Sciences Ltd. Warrant,ROIVW,NasdaqGM,,,
"Rockwell Automation, Inc.",ROK,NYSE,2023-03-09 18:00:00,4.54,0.016410034
SPDR S&P Kensho Final Frontiers,ROKT,NYSEArca,,,
"Roku, Inc.",ROKU,NasdaqGS,,0.0,0.0
"Rollins, Inc.",ROL,NYSE,2023-03-09 18:00:00,0.43,0.011894882
ProShares Ultra Technology,ROM,NYSEArca,,,
Strategy Shares Newfound/ReSolv,ROMO,BATS,,,
Rice Acquisition Corp. II,RONI,NYSE,,0.0,0.0
,RONI-WS,,,,
IQ CBRE NextGen Real Estate ETF,ROOF,NYSEArca,,0.0,0.0
"Root, Inc.",ROOT,NasdaqGS,,0.0,0.0
"Roper Technologies, Inc.",ROP,NYSE,2023-01-22 18:00:00,2.542,0.006039009
ATAC US Rotation ETF,RORO,NYSEArca,,,
Hartford Multifactor Small Cap ,ROSC,NYSEArca,,,
Rose Hill Acquisition Corporati,ROSE,NasdaqGM,,0.0,0.0
Rose Hill Acquisition Corporati,ROSEU,NasdaqGM,,0.0,0.0
Rose Hill Acquisition Corporation Warrant,ROSEW,NasdaqGM,,,
Ross Acquisition Corp II,ROSS,NYSE,,0.0,0.0
,ROSS-WS,,,,
"Ross Stores, Inc.",ROST,NasdaqGS,2023-03-30 19:00:00,1.24,0.012121212
Hartford Multifactor U.S. Equit,ROUS,NYSEArca,,0.0,0.0
"Rover Group, Inc.",ROVR,NasdaqGM,,0.0,0.0
RPAR Risk Parity ETF,RPAR,NYSEArca,,,
Repay Holdings Corporation,RPAY,NasdaqCM,,0.0,0.0
"Rapid7, Inc.",RPD,NasdaqGM,,0.0,0.0
Invesco S&P 500 Pure Growth ETF,RPG,NYSEArca,,0.0,0.0
"Reneo Pharmaceuticals, Inc.",RPHM,NasdaqGM,,0.0,0.0
Two Roads Shared Trust Regents ,RPHS,BATS,,,
"Rapid Micro Biosystems, Inc.",RPID,NasdaqGS,,0.0,0.0
RPM International Inc.,RPM,NYSE,2023-01-30 18:00:00,1.62,0.01924219
Royalty Pharma plc,RPRX,NasdaqGS,2023-03-14 19:00:00,0.76,0.022028985
RPT Realty,RPT,NYSE,2023-04-02 19:00:00,0.52,0.053115424
Repare Therapeutics Inc.,RPTX,NasdaqGS,,0.0,0.0
Invesco S&P 500 Pure Value ETF,RPV,NYSEArca,,0.0,0.0
Cohen & Steers Quality Income R,RQI,NYSE,2019-03-28 19:00:00,1.197,0.10381614
Rigel Resource Acquisition Corp,RRAC,NYSE,,0.0,0.0
,RRAC-WS,,,,
"Red River Bancshares, Inc.",RRBI,NasdaqGS,2023-03-22 19:00:00,0.28,0.005676059
Range Resources Corporation,RRC,NYSE,2023-03-30 19:00:00,0.16,0.006644518
"Red Robin Gourmet Burgers, Inc.",RRGB,NasdaqGS,,0.0,0.0
Advocate Rising Rate Hedge ETF,RRH,NYSEArca,,,
"Red Rock Resorts, Inc.",RRR,NasdaqGS,2023-03-30 19:00:00,1.0,0.02407898
Regal Rexnord Corporation,RRX,NYSE,2023-04-13 19:00:00,1.38,0.009893891
Reliance Steel & Aluminum Co.,RS,NYSE,2023-03-23 19:00:00,3.5,0.014462213
Return Stacked Bonds & Managed ,RSBT,BATS,,0.0,0.0
Collaborative Investment Series,RSEE,BATS,,,
RiverNorth Specialty Finance Co,RSF,NYSE,2022-12-29 18:00:00,0.0,0.0
"Republic Services, Inc.",RSG,NYSE,2023-04-13 19:00:00,1.91,0.01438253
"Rush Street Interactive, Inc.",RSI,NYSE,,0.0,0.0
Riskified Ltd.,RSKD,NYSE,,0.0,0.0
"ReShape Lifesciences, Inc.",RSLS,NasdaqCM,2019-07-24 19:00:00,0.0,0.0
Invesco S&P 500 Equal Weight ET,RSP,NYSEArca,,2.01,0.014488575
Invesco ESG S&P 500 Equal Weigh,RSPE,NYSEArca,,,
Revere Sector Opportunity ETF,RSPY,NYSEArca,,,
"Research Solutions, Inc",RSSS,NasdaqCM,,0.0,0.0
"Reservoir Media, Inc..",RSVR,NasdaqGM,,0.0,0.0
,RSVRW,NasdaqGM,,,
Rareview Tax Advantaged Income ,RTAI,BATS,,,
Baijiayun Group Ltd - Class,RTC,NasdaqCM,,0.0,0.0
VanEck Retail ETF,RTH,NasdaqGM,,0.0,0.0
"The Necessity Retail REIT, Inc.",RTL,NasdaqGS,2023-01-16 18:00:00,0.85,0.13470683
"The Necessity Retail REIT, Inc.",RTLPO,NasdaqGS,2023-01-16 18:00:00,0.85,0.04096386
"The Necessity Retail REIT, Inc.",RTLPP,NasdaqGS,2023-01-16 18:00:00,0.85,0.04096386
Invesco S&P 500 Equal Weight Ma,RTM,NYSEArca,,0.0,0.0
Rentokil Initial plc,RTO,NYSE,2022-09-21 19:00:00,0.067,0.0021981627
Raytheon Technologies Corporati,RTX,NYSE,2023-03-22 19:00:00,2.16,0.022539916
Simplify Exchange Traded Funds ,RTYD,NYSEArca,,,
Alpha Dog ETF,RUFF,NYSEArca,,,
Adaptive Core ETF,RULE,BATS,,,
Rumble Inc.,RUM,NasdaqGM,,0.0,0.0
,RUMBW,NasdaqGM,,0.0,0.0
Sunrun Inc.,RUN,NasdaqGS,,0.0,0.0
"Rush Enterprises, Inc.",RUSHA,NasdaqGS,2023-03-15 19:00:00,0.8,0.0152207
"Rush Enterprises, Inc.",RUSHB,NasdaqGS,2023-03-15 19:00:00,0.8,0.0144014405
Direxion Daily Russia Bear 3x S,RUSS,NYSEArca,,,
"Ruth's Hospitality Group, Inc.",RUTH,NasdaqGS,2023-03-23 19:00:00,0.54,0.031615928
RVL Pharmaceuticals plc,RVLP,NasdaqGS,,0.0,0.0
"Revolve Group, Inc.",RVLV,NYSE,,0.0,0.0
"Revolution Medicines, Inc.",RVMD,NasdaqGS,,0.0,0.0
"Revance Therapeutics, Inc.",RVNC,NasdaqGM,,0.0,0.0
Xtrackers Municipal Infrastruct,RVNU,NYSEArca,,,
"Retractable Technologies, Inc.",RVP,NYSE American,,0.0,0.0
Reviva Pharmaceuticals Holdings,RVPH,NasdaqCM,,0.0,0.0
Reviva Pharmaceuticals Holdings,RVPHW,NasdaqCM,,,
Advisors Series Trust Reverb ET,RVRB,BATS,,0.0,0.0
Riverview Bancorp Inc,RVSB,NasdaqGS,2023-01-15 18:00:00,0.235,0.042495478
Rail Vision Ltd.,RVSN,NasdaqCM,,0.0,0.0
Rail Vision Ltd. Warrant,RVSNW,NasdaqGM,,0.0,0.0
"Royce Value Trust, Inc.",RVT,NYSE,2018-12-26 18:00:00,1.32,0.103044495
Ryvyl Inc.,RVYL,NasdaqCM,,0.0,0.0
Runway Growth Finance Corp.,RWAY,NasdaqGS,2023-03-20 19:00:00,0.0,0.0
Runway Growth Finance Corp. - 7,RWAYL,NasdaqGS,2023-02-28 18:00:00,,
Runway Growth Finance Corp. - 8,RWAYZ,NasdaqGS,2023-02-28 18:00:00,,
Invesco Exchange-Traded Fund Tr,RWJ,NYSEArca,,,
Invesco Exchange-Traded Fund Tr,RWK,NYSEArca,,,
Invesco Exchange-Traded Fund Tr,RWL,NYSEArca,,,
ReWalk Robotics Ltd.,RWLK,NasdaqCM,2019-03-31 19:00:00,0.0,0.0
ProShares Short Russell2000,RWM,NYSEArca,,,
SPDR DJ Wilshire Global Real Es,RWO,NYSEArca,,,
Redwoods Acquisition Corp.,RWOD,NasdaqGM,,0.0,0.0
Redwoods Acquisition Corp.,RWODR,NasdaqGM,,0.0,0.0
Redwoods Acquisition Corp.,RWODU,NasdaqGM,,0.0,0.0
,RWODW,NasdaqGM,,0.0,0.0
SPDR DJ Wilshire REIT ETF,RWR,NYSEArca,,3.408,0.038687706
"Redwood Trust, Inc.",RWT,NYSE,2022-12-27 18:00:00,0.92,0.1316166
SPDR DJ Wilshire Intl Real Esta,RWX,NYSEArca,,,
ProShares UltraShort Health Car,RXD,NYSEArca,,,
"Prometheus Biosciences, Inc.",RXDX,NasdaqGS,,0.0,0.0
iShares Global Consumer Discret,RXI,NYSEArca,,,
ProShares Ultra Health Care,RXL,NYSEArca,,,
"RXO, Inc.",RXO,NYSE,,0.0,0.0
"Recursion Pharmaceuticals, Inc.",RXRX,NasdaqGS,,0.0,0.0
"RxSight, Inc.",RXST,NasdaqGM,,0.0,0.0
"Rackspace Technology, Inc.",RXT,NasdaqGS,,0.0,0.0
Royal Bank Of Canada,RY,NYSE,2023-05-23 19:00:00,5.08,0.053541318
Ryanair Holdings plc,RYAAY,NasdaqGS,2015-11-26 18:00:00,0.0,0.0
Rayonier Advanced Materials Inc,RYAM,NYSE,2019-06-27 19:00:00,0.0,0.0
"Ryan Specialty Holdings, Inc.",RYAN,NYSE,,0.0,0.0
Invesco S&P 500 Equal Weight En,RYE,NYSEArca,,,
Invesco S&P 500 Equal Weight Fi,RYF,NYSEArca,,,
Invesco S&P 500 Equal Weight He,RYH,NYSEArca,,,
Ryerson Holding Corporation,RYI,NYSE,2023-03-15 19:00:00,0.535,0.015894238
Invesco Raymond James SB-1 Equi,RYJ,NYSEArca,,,
Global X Russell 2000 Covered C,RYLD,NYSEArca,,,
Global X Funds Global X Russell,RYLG,NYSEArca,,0.0,0.0
Rayonier Inc. REIT,RYN,NYSE,2023-03-30 19:00:00,1.125,0.034813557
ETF Series Solutions Cboe Vest ,RYSE,BATS,,,
Invesco S&P 500 Equal Weight Te,RYT,NYSEArca,,0.0,0.0
"Rhythm Pharmaceuticals, Inc.",RYTM,NasdaqGM,,0.0,0.0
Invesco S&P 500 Equal Weight Ut,RYU,NYSEArca,,,
"Reinsurance Group of America, I",RZB,NYSE,2019-03-14 19:00:00,3.06,0.123636365
