shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendYield,averageAnalystRating,trailingPE,trailingAnnualDividendRate
Robert Half International Inc.,RHI,NYSE,2023-03-14 19:00:00,0.02282984,3.2 - Hold,12.743633,1.72
"Ryman Hospitality Properties, I",RHP,NYSE,2023-04-16 19:00:00,0.003999543,2.1 - Buy,38.291306,0.35
"RCI Hospitality Holdings, Inc.",RICK,NasdaqGM,2023-03-28 19:00:00,0.0024919014,2.0 - Buy,16.812372,0.2
"B. Riley Financial, Inc.",RILY,NasdaqGM,2023-03-22 19:00:00,0.1293661,,,4.0
"B. Riley Financial, Inc. - 5.00",RILYG,NasdaqGM,2023-10-30 19:00:00,,,,
"B. Riley Financial, Inc. - 5.50",RILYK,NasdaqGM,2023-10-30 19:00:00,,,,
"B. Riley Financial, Inc. - Depo",RILYL,NasdaqGM,2023-01-30 18:00:00,0.19323671,,3.3786035,4.0
"B. Riley Financial, Inc. - 6.37",RILYM,NasdaqGM,2023-10-30 19:00:00,,,,
"B. Riley Financial, Inc. - 6.50",RILYN,NasdaqGM,2023-10-30 19:00:00,,,,
"B. Riley Financial, Inc. - 6.75",RILYO,NasdaqGM,2023-10-30 19:00:00,,,,
"B. Riley Financial, Inc. - Depo",RILYP,NasdaqGM,2023-01-30 18:00:00,0.22296543,,2.9578404,4.0
"B. Riley Financial, Inc. - 6.00",RILYT,NasdaqGM,2023-10-30 19:00:00,,,,
"B. Riley Financial, Inc. - 5.25",RILYZ,NasdaqGM,2023-10-30 19:00:00,,,,
Rio Tinto Plc,RIO,NYSE,2023-04-19 19:00:00,0.074449666,1.8 - Buy,8.952974,4.904
Rithm Capital Corp.,RITM,NYSE,2023-01-26 18:00:00,0.125,1.7 - Buy,4.455556,1.0
"Raymond James Financial, Inc.",RJF,NYSE,2023-04-16 19:00:00,0.01652134,2.2 - Buy,13.19469,1.44
"Rocket Companies, Inc.",RKT,NYSE,2022-03-21 19:00:00,0.0,3.2 - Hold,4.833518,0.0
Ralph Lauren Corporation,RL,NYSE,2023-01-12 18:00:00,0.026316732,2.5 - Buy,15.057718,2.938
RLI Corp.,RLI,NYSE,2023-03-19 19:00:00,0.0080393385,2.6 - Hold,10.476613,1.03
RLJ Lodging Trust,RLJ,NYSE,2023-04-16 19:00:00,0.011385199,2.3 - Buy,104.799995,0.12
Regional Management Corp.,RM,NYSE,2023-03-14 19:00:00,0.04571429,2.7 - Hold,5.1098266,1.2
"RE/MAX Holdings, Inc.",RMAX,NYSE,2023-03-21 19:00:00,0.05125348,2.8 - Hold,55.531254,0.92
"Richmond Mutual Bancorporation,",RMBI,NasdaqCM,2023-03-15 19:00:00,0.03521127,,9.584746,0.4
ResMed Inc.,RMD,NYSE,2023-03-15 19:00:00,0.0082696285,2.2 - Buy,38.62523,1.72
RiverNorth Managed Duration Mun,RMM,NYSE,2023-03-30 19:00:00,0.0,,,0.0
RiverNorth Capital and Income F,RMPL-P,NYSE,2023-02-14 18:00:00,0.0,3.0 - Hold,,0.0
The RMR Group Inc.,RMR,NasdaqCM,2023-02-15 18:00:00,0.062378168,2.7 - Hold,13.026042,1.6
RenaissanceRe Holdings Ltd.,RNR,NYSE,2023-03-30 19:00:00,0.00792843,2.5 - Buy,,1.48
Renasant Corporation,RNST,NasdaqGS,2023-03-30 19:00:00,0.028341385,2.6 - Hold,11.078498,0.88
Ranger Oil Corporation,ROCC,NasdaqGS,2023-03-29 19:00:00,0.004128251,2.4 - Buy,3.778564,0.15
Retail Opportunity Investments ,ROIC,NasdaqGS,2023-04-06 19:00:00,0.04458109,2.6 - Hold,31.390244,0.58
"Rockwell Automation, Inc.",ROK,NYSE,2023-03-09 18:00:00,0.016410034,2.8 - Hold,32.453396,4.54
"Rollins, Inc.",ROL,NYSE,2023-03-09 18:00:00,0.011894882,2.6 - Hold,48.01316,0.43
"Roper Technologies, Inc.",ROP,NYSE,2023-01-22 18:00:00,0.006039009,2.2 - Buy,47.130913,2.542
"Ross Stores, Inc.",ROST,NasdaqGS,2023-03-30 19:00:00,0.012121212,2.0 - Buy,23.898148,1.24
RPM International Inc.,RPM,NYSE,2023-01-30 18:00:00,0.01924219,2.8 - Hold,21.139305,1.62
Royalty Pharma plc,RPRX,NasdaqGS,2023-03-14 19:00:00,0.022028985,1.9 - Buy,348.1,0.76
RPT Realty,RPT,NYSE,2023-04-02 19:00:00,0.053115424,2.9 - Hold,10.863637,0.52
"Red River Bancshares, Inc.",RRBI,NasdaqGS,2023-03-22 19:00:00,0.005676059,1.0 - Strong Buy,9.345029,0.28
Range Resources Corporation,RRC,NYSE,2023-03-30 19:00:00,0.006644518,2.6 - Hold,5.706818,0.16
"Red Rock Resorts, Inc.",RRR,NasdaqGS,2023-03-30 19:00:00,0.02407898,2.5 - Buy,13.156922,1.0
Regal Rexnord Corporation,RRX,NYSE,2023-04-13 19:00:00,0.009893891,1.9 - Buy,20.968935,1.38
Reliance Steel & Aluminum Co.,RS,NYSE,2023-03-23 19:00:00,0.014462213,2.2 - Buy,8.540278,3.5
RiverNorth Specialty Finance Co,RSF,NYSE,2022-12-29 18:00:00,0.0,,,0.0
"Republic Services, Inc.",RSG,NYSE,2023-04-13 19:00:00,0.01438253,2.2 - Buy,28.358812,1.91
"The Necessity Retail REIT, Inc.",RTL,NasdaqGS,2023-01-16 18:00:00,0.13470683,2.0 - Buy,,0.85
"The Necessity Retail REIT, Inc.",RTLPO,NasdaqGS,2023-01-16 18:00:00,0.041102514,,,0.85
"The Necessity Retail REIT, Inc.",RTLPP,NasdaqGS,2023-01-16 18:00:00,0.04096386,,,0.85
Rentokil Initial plc,RTO,NYSE,2022-09-21 19:00:00,0.0021981627,1.0 - Strong Buy,39.809525,0.067
Raytheon Technologies Corporati,RTX,NYSE,2023-03-22 19:00:00,0.022539916,2.2 - Buy,28.678362,2.16
"Rush Enterprises, Inc.",RUSHA,NasdaqGS,2023-03-15 19:00:00,0.0152207,2.0 - Buy,7.736151,0.8
"Rush Enterprises, Inc.",RUSHB,NasdaqGS,2023-03-15 19:00:00,0.0144014405,,8.127352,0.8
"Ruth's Hospitality Group, Inc.",RUTH,NasdaqGS,2023-03-23 19:00:00,0.031615928,2.5 - Buy,15.198276,0.54
Riverview Bancorp Inc,RVSB,NasdaqGS,2023-01-15 18:00:00,0.042495478,,6.7011495,0.235
Runway Growth Finance Corp.,RWAY,NasdaqGS,2023-03-20 19:00:00,0.0,1.6 - Buy,16.492754,0.0
Runway Growth Finance Corp. - 7,RWAYL,NasdaqGS,2023-02-28 18:00:00,,,,
Runway Growth Finance Corp. - 8,RWAYZ,NasdaqGS,2023-02-28 18:00:00,,,,
"Redwood Trust, Inc.",RWT,NYSE,2022-12-27 18:00:00,0.1316166,1.9 - Buy,,0.92
Royal Bank Of Canada,RY,NYSE,2023-05-23 19:00:00,0.053541318,2.6 - Hold,12.838275,5.08
Ryerson Holding Corporation,RYI,NYSE,2023-03-15 19:00:00,0.015894238,2.5 - Buy,3.5672877,0.535
Rayonier Inc. REIT,RYN,NYSE,2023-03-30 19:00:00,0.034813557,3.0 - Hold,45.25,1.125
"Reinsurance Group of America, I",RZC,NYSE,2023-04-16 19:00:00,,,,
Sabre Corporation - 6.50% Serie,SABRP,NasdaqGS,2023-02-28 18:00:00,0.0,,,0.0
Sachem Capital Corp. 6.875% Not,SACC,NYSE American,2022-06-29 19:00:00,,,,
Sachem Capital Corp.,SACH,NYSE American,2023-01-09 18:00:00,0.14999999,2.0 - Buy,8.0,0.51
Safehold Inc.,SAFE,NYSE,2023-01-12 18:00:00,0.024097627,2.3 - Buy,13.5791855,0.701
"Safety Insurance Group, Inc.",SAFT,NasdaqGS,2023-03-14 19:00:00,0.04915347,,24.52751,3.6
"Sonic Automotive, Inc.",SAH,NYSE,2023-04-13 19:00:00,0.019857336,3.1 - Hold,23.64516,1.03
SCIENCE APPLICATIONS INTERNATIO,SAIC,NYSE,2023-01-26 18:00:00,0.014244466,2.7 - Hold,21.876049,1.48
Saratoga Investment Corp 8.00% ,SAJ,NYSE,2023-05-30 19:00:00,,,,
"Salisbury Bancorp, Inc.",SAL,NasdaqCM,2023-02-23 18:00:00,0.025406906,3.0 - Hold,9.422383,0.64
Silvercrest Asset Management Gr,SAMG,NasdaqGM,2023-03-16 19:00:00,0.0,1.5 - Strong Buy,8.56383,0.0
"Banco Santander, S.A. Sponsored",SAN,NYSE,2023-05-04 19:00:00,0.034502923,3.0 - Hold,6.5185184,0.118
Sandstorm Gold Ltd.,SAND,NYSE,2023-01-26 18:00:00,0.011132075,2.2 - Buy,16.242424,0.059
SAP  SE,SAP,NYSE,2022-05-30 19:00:00,0.017733565,2.6 - Hold,59.85075,2.05
Saratoga Investment Corp New,SAR,NYSE,2023-03-29 19:00:00,0.09363449,1.6 - Buy,22.336363,2.28
"Sandy Spring Bancorp, Inc.",SASR,NasdaqGS,2023-02-14 18:00:00,0.049026676,2.7 - Hold,7.607527,1.36
Saratoga Investment Corp 6.00% ,SAT,NYSE,2023-02-27 18:00:00,,,,
"Spirit Airlines, Inc.",SAVE,NYSE,2023-02-27 18:00:00,0.0,3.0 - Hold,,0.0
Saratoga Investment Corp 8.125%,SAY,NYSE,2023-05-30 19:00:00,,,,
"Safe Bulkers, Inc",SB,NYSE,2023-03-16 19:00:00,0.057803467,3.0 - Hold,2.5514705,0.2
SBA Communications Corporation,SBAC,NasdaqGS,2023-03-23 19:00:00,0.011078603,2.1 - Buy,59.548386,2.84
Scorpio Tankers Inc. 7.00% Seni,SBBA,NYSE,2023-03-29 19:00:00,,,,
Seacoast Banking Corporation of,SBCF,NasdaqGS,2023-03-30 19:00:00,0.025764894,2.7 - Hold,13.515463,0.64
"SB Financial Group, Inc.",SBFG,NasdaqCM,2023-02-23 18:00:00,0.034833092,,7.7966104,0.48
"Sinclair Broadcast Group, Inc.",SBGI,NasdaqGS,2023-03-16 19:00:00,0.07241129,2.9 - Hold,0.3993808,1.0
Star Bulk Carriers Corp.,SBLK,NasdaqGS,2023-03-13 19:00:00,0.24147727,1.7 - Buy,3.9739776,5.1
Signature Bank,SBNY,NasdaqGS,2023-02-09 18:00:00,0.032,2.6 - Hold,3.3718688,2.24
Signature Bank - Depositary sha,SBNYP,NasdaqGS,2023-03-29 19:00:00,0.1882353,,0.69586575,2.24
Sabine Royalty Trust,SBR,NYSE,2023-03-28 19:00:00,0.13149978,,8.5917845,8.654
"Sabra Health Care REIT, Inc.",SBRA,NasdaqGS,2023-02-27 18:00:00,0.105726875,2.7 - Hold,,1.2
Companhia de saneamento Basico ,SBS,NYSE,2022-07-06 19:00:00,0.09364449,2.0 - Buy,11.712643,0.943
"Southside Bancshares, Inc.",SBSI,NasdaqGS,2023-03-01 18:00:00,0.039917815,3.0 - Hold,10.569697,1.36
D/B/A Sibanye-Stillwater Limite,SBSW,NYSE,2023-04-05 19:00:00,0.31630167,2.2 - Buy,6.135338,2.6
Starbucks Corporation,SBUX,NasdaqGS,2023-02-23 18:00:00,0.020535534,2.5 - Buy,34.871525,2.04
Sachem Capital Corp. 7.75% Note,SCCC,NYSE American,2022-06-29 19:00:00,,,,
Sachem Capital Corp. 6.00% Note,SCCD,NYSE American,2022-06-29 19:00:00,,,,
Sachem Capital Corp. 6.00% Note,SCCE,NYSE American,2022-09-29 19:00:00,,,,
Sachem Capital Corp. 7.125% Not,SCCF,NYSE American,2023-03-29 19:00:00,,,,
Sachem Capital Corp. 8.00% Note,SCCG,NYSE American,2023-03-29 19:00:00,,,,
Southern Copper Corporation,SCCO,NYSE,2023-02-28 18:00:00,0.051425215,3.4 - Hold,21.818472,3.5
Scholastic Corporation,SCHL,NasdaqGS,2023-03-14 19:00:00,0.016750418,,23.217392,0.7
"Schnitzer Steel Industries, Inc",SCHN,NasdaqGS,2023-02-13 18:00:00,0.026278906,2.5 - Buy,9.224683,0.75
Charles Schwab Corporation (The,SCHW,NYSE,2023-02-23 18:00:00,0.014105793,2.0 - Buy,15.728261,0.84
Service Corporation Internation,SCI,NYSE,2023-03-30 19:00:00,0.015591563,1.6 - Buy,18.569014,1.02
Stepan Company,SCL,NYSE,2023-03-14 19:00:00,0.014270834,2.3 - Buy,15.309033,1.37
Stellus Capital Investment Corp,SCM,NYSE,2023-04-13 19:00:00,0.08,2.3 - Buy,19.19178,1.12
Steelcase Inc.,SCS,NYSE,2023-01-12 18:00:00,0.074305564,3.0 - Hold,48.466663,0.535
"Sculptor Capital Management, In",SCU,NYSE,2023-03-20 19:00:00,0.051546395,2.5 - Buy,,0.45
"Shoe Carnival, Inc.",SCVL,NasdaqGS,2023-01-22 18:00:00,0.013793103,1.7 - Buy,6.341086,0.34
Seaboard Corporation,SEB,NYSE American,2023-03-05 18:00:00,0.0023979347,,7.580656,9.0
Sealed Air Corporation,SEE,NYSE,2023-03-23 19:00:00,0.01786911,2.6 - Hold,13.6079035,0.8
SEI Investments Company,SEIC,NasdaqGS,2023-01-04 18:00:00,0.015019906,2.8 - Hold,16.251463,0.83
"Global Self Storage, Inc.",SELF,NasdaqCM,2023-03-30 19:00:00,0.052241717,2.0 - Buy,18.3,0.268
Select Medical Holdings Corpora,SEM,NYSE,2023-03-14 19:00:00,0.019960081,2.0 - Buy,21.090162,0.5
Seven Hills Realty Trust,SEVN,NasdaqCM,2023-02-15 18:00:00,0.10805501,2.0 - Buy,5.619565,1.1
Stifel Financial Corporation,SF,NYSE,2023-03-14 19:00:00,0.021455392,2.5 - Buy,11.301587,1.2
"Sound Financial Bancorp, Inc.",SFBC,NasdaqCM,2023-02-22 18:00:00,0.018162394,,11.359282,0.68
"ServisFirst Bancshares, Inc.",SFBS,NYSE,2023-01-05 18:00:00,0.01684028,3.0 - Hold,12.680085,0.97
SFL Corporation Ltd,SFL,NYSE,2023-03-29 19:00:00,0.09880565,2.2 - Buy,6.0389614,0.91
Simmons First National Corporat,SFNC,NasdaqGS,2023-04-02 19:00:00,0.040576614,3.2 - Hold,9.460784,0.76
"Saga Communications, Inc.",SGA,NasdaqGM,2023-04-06 19:00:00,0.03637902,,15.740001,0.86
"Superior Group of Companies, In",SGC,NasdaqGM,2023-02-27 18:00:00,0.0,1.3 - Strong Buy,,0.0
Star Group L.P.,SGU,NYSE,2023-01-30 18:00:00,0.04939271,,14.635293,0.61
Shore Bancshares Inc,SHBI,NasdaqGS,2023-02-27 18:00:00,0.03285421,2.7 - Hold,9.56051,0.48
Royal Dutch Shell PLC,SHEL,NYSE,2023-03-26 19:00:00,0.018685868,1.9 - Buy,5.1161046,1.038
Shenandoah Telecommunications C,SHEN,NasdaqGS,2022-11-30 18:00:00,0.0042127436,3.3 - Hold,,0.08
Shinhan Financial Group Co Ltd,SHG,NYSE,2022-09-01 19:00:00,78.42765,3.0 - Hold,3.9388971,2065.0
Seanergy Maritime Holdings Corp,SHIP,NasdaqCM,2023-01-29 18:00:00,0.018018018,1.7 - Buy,2.8241205,0.1
"Sunstone Hotel Investors, Inc. ",SHO,NYSE,2023-04-16 19:00:00,0.0102459015,3.4 - Hold,28.264704,0.1
"Steven Madden, Ltd.",SHOO,NasdaqGS,2023-03-23 19:00:00,0.02421447,2.5 - Buy,12.900735,0.84
Sherwin-Williams Company (The),SHW,NYSE,2023-03-09 18:00:00,0.011082891,2.5 - Buy,28.579767,2.4
"The Shyft Group, Inc.",SHYF,NasdaqGS,2023-03-16 19:00:00,0.008406893,1.6 - Buy,23.15534,0.2
Companhia Siderurgica Nacional ,SID,NYSE,2022-12-08 18:00:00,0.0,2.7 - Hold,9.896552,0.0
Signet Jewelers Limited,SIG,NYSE,2023-02-23 18:00:00,0.011490867,2.4 - Buy,11.726707,0.78
SIGA Technologies Inc.,SIGA,NasdaqGM,2022-06-01 19:00:00,0.0,,11.469387,0.0
"Selective Insurance Group, Inc.",SIGI,NasdaqGS,2023-02-28 18:00:00,0.012351029,3.0 - Hold,27.092754,1.14
"Selective Insurance Group, Inc.",SIGIP,NasdaqGS,2023-03-14 19:00:00,0.06581986,,3.183274,1.14
Sprott Inc.,SII,NYSE,2023-03-20 19:00:00,0.02871088,,54.26154,1.0
Silicon Motion Technology Corpo,SIMO,NasdaqGS,2022-08-24 19:00:00,0.0,2.3 - Buy,3.2216673,0.0
Sisecam Resources LP,SIRE,NYSE,2023-02-22 18:00:00,0.07968128,2.0 - Buy,8.060898,2.0
Sirius XM Holdings Inc.,SIRI,NasdaqGS,2023-02-23 18:00:00,0.024725275,3.1 - Hold,11.28125,0.09
SITE Centers Corp.,SITC,NYSE,2023-04-05 19:00:00,0.042483658,2.5 - Buy,16.49315,0.52
SVB Financial Group - Depositar,SIVBP,NasdaqGS,2023-02-14 18:00:00,0.0,,0.51908654,0.0
J.M. Smucker Company (The) New,SJM,NYSE,2023-02-28 18:00:00,0.026375774,3.2 - Hold,22.854383,4.05
Shaw Communications Inc.,SJR,NYSE,2023-03-29 19:00:00,0.04168132,3.0 - Hold,27.133335,1.185
San Juan Basin Royalty Trust,SJT,NYSE,2023-03-13 19:00:00,0.13593286,,7.744361,1.377
SJW Group,SJW,NYSE,2023-02-28 18:00:00,0.018858042,2.5 - Buy,31.559671,1.44
"SK Telecom Co., Ltd.",SKM,NYSE,2022-08-23 19:00:00,165.25635,,11.830409,3320.0
"Tanger Factory Outlet Centers, ",SKT,NYSE,2023-02-14 18:00:00,0.046306506,3.6 - Underperform,23.538464,0.84
Schlumberger N.V.,SLB,NYSE,2023-04-05 19:00:00,0.014342453,1.9 - Buy,21.086758,0.65
Sun Life Financial Inc.,SLF,NYSE,2023-03-30 19:00:00,0.06196677,3.0 - Hold,12.326922,2.76
SL Green Realty Corp,SLG,NYSE,2023-03-14 19:00:00,0.1335505,3.0 - Hold,,3.69
Silgan Holdings Inc.,SLGN,NYSE,2023-03-30 19:00:00,0.012593467,2.3 - Buy,17.08,0.64
SLM Corporation,SLM,NasdaqGS,2023-03-14 19:00:00,0.035598706,2.5 - Buy,7.2528734,0.44
SLM Corporation - Floating Rate,SLMBP,NasdaqGS,2023-03-14 19:00:00,0.007829181,,26.853146,0.44
"Soluna Holdings, Inc. - 9.0% Se",SLNHP,NasdaqCM,2022-09-29 19:00:00,0.0,,,0.0
"Simulations Plus, Inc.",SLP,NasdaqGS,2023-02-05 18:00:00,0.005799903,2.0 - Buy,83.43137,0.24
Sylvamo Corporation,SLVM,NYSE,2023-04-26 19:00:00,0.0050561796,2.5 - Buy,6.3202796,0.225
SM Energy Company,SM,NYSE,2023-02-05 18:00:00,0.01208577,2.4 - Buy,3.3516207,0.31
"Southern Missouri Bancorp, Inc.",SMBC,NasdaqGM,2023-02-27 18:00:00,0.020172201,2.5 - Buy,8.591376,0.82
"SmartFinancial, Inc.",SMBK,NasdaqCM,2023-02-26 18:00:00,0.012269939,2.7 - Hold,8.916981,0.28
Sumitomo Mitsui Financial Group,SMFG,NYSE,2022-07-07 19:00:00,28.608582,1.0 - Strong Buy,8.670329,220.0
Scotts Miracle-Gro Company (The,SMG,NYSE,2023-03-09 18:00:00,0.0360508,2.4 - Buy,,2.64
"Summit Financial Group, Inc.",SMMF,NasdaqGS,2023-03-30 19:00:00,0.03581527,2.5 - Buy,5.575377,0.76
"Standard Motor Products, Inc.",SMP,NYSE,2023-02-28 18:00:00,0.031126203,1.3 - Strong Buy,10.936171,1.1
Snap-On Incorporated,SNA,NYSE,2023-03-09 18:00:00,0.024877306,3.1 - Hold,14.36138,5.88
"Synchronoss Technologies, Inc. ",SNCRL,NasdaqGM,2023-01-30 18:00:00,,,,
"Schneider National, Inc.",SNDR,NYSE,2023-04-09 19:00:00,0.012139605,2.4 - Buy,10.5078125,0.32
"Smith & Nephew SNATS, Inc.",SNN,NYSE,2023-05-16 19:00:00,0.013130252,2.0 - Buy,56.11765,0.375
Synovus Financial Corp.,SNV,NYSE,2023-04-02 19:00:00,0.046400547,2.1 - Buy,6.3305087,1.36
TD SYNNEX Corporation,SNX,NYSE,2023-01-26 18:00:00,0.013910527,1.8 - Buy,13.907577,1.25
Sanofi,SNY,NasdaqGS,2023-06-22 19:00:00,0.07483708,1.5 - Strong Buy,13.748571,3.56
Southern Company (The),SO,NYSE,2023-03-05 18:00:00,0.039911307,2.7 - Hold,20.39521,2.7
Sotherly Hotels Inc. - 8.0% Ser,SOHOB,NasdaqGM,2023-03-14 19:00:00,0.0,,,0.0
Sotherly Hotels Inc. - 8.25% Se,SOHON,NasdaqGM,2023-03-14 19:00:00,0.0,,,0.0
Sotherly Hotels Inc. - 7.875% S,SOHOO,NasdaqGM,2023-03-14 19:00:00,0.0,,,0.0
Solaris Oilfield Infrastructure,SOI,NYSE,2023-03-23 19:00:00,0.048165135,2.0 - Buy,13.555555,0.42
Southern Company (The) Series 2,SOJD,NYSE,2023-04-29 19:00:00,,,,
Southern Company (The) Series 2,SOJE,NYSE,2023-04-14 19:00:00,,,,
Sonoco Products Company,SON,NYSE,2023-03-09 18:00:00,0.034820456,2.3 - Buy,12.265487,1.92
Sony Group Corporation,SONY,NYSE,2022-06-09 19:00:00,0.83592075,1.6 - Buy,16.238722,70.0
"Spectrum Brands Holdings, Inc.",SPB,NYSE,2023-03-13 19:00:00,0.028498726,2.0 - Buy,,1.68
"South Plains Financial, Inc.",SPFI,NasdaqGS,2023-02-12 18:00:00,0.02021978,2.0 - Buy,7.2334385,0.46
"Simon Property Group, Inc.",SPG,NYSE,2023-03-30 19:00:00,0.06290455,2.3 - Buy,17.142857,6.9
S&P Global Inc.,SPGI,NYSE,2023-03-09 18:00:00,0.009940715,1.7 - Buy,33.160976,3.32
"Suburban Propane Partners, L.P.",SPH,NYSE,2023-02-06 18:00:00,0.08783783,2.0 - Buy,5.9721117,1.3
Sapiens International Corporati,SPNS,NasdaqGS,2022-08-29 19:00:00,0.0,2.5 - Buy,21.425531,0.0
"Spok Holdings, Inc.",SPOK,NasdaqGS,2023-03-29 19:00:00,0.12913223,2.0 - Buy,9.767676,1.25
"Spirit Aerosystems Holdings, In",SPR,NYSE,2022-10-02 19:00:00,0.000995355,2.4 - Buy,,0.03
SpartanNash Company,SPTN,NasdaqGS,2023-03-30 19:00:00,0.03360672,2.5 - Buy,26.336843,0.84
"Presidio Property Trust, Inc.",SQFT,NasdaqCM,2022-12-29 18:00:00,0.3205742,3.0 - Hold,,0.335
"Presidio Property Trust, Inc. -",SQFTP,NasdaqCM,2023-04-16 19:00:00,0.018108109,,,0.335
Sociedad Quimica y Minera S.A.,SQM,NYSE,2022-12-26 18:00:00,0.106265485,2.4 - Buy,5.8347893,7.717
Spire Inc.,SR,NYSE,2023-04-03 19:00:00,0.03990509,3.1 - Hold,15.481481,2.775
"Spirit Realty Capital, Inc.",SRC,NYSE,2023-04-13 19:00:00,0.06636062,2.4 - Buy,19.247526,2.602
1st Source Corporation,SRCE,NasdaqGS,2023-02-15 18:00:00,0.02726492,2.7 - Hold,10.047916,1.27
DBA Sempra,SRE,NYSE,2023-04-14 19:00:00,0.031292703,2.2 - Buy,22.52879,4.58
DBA Sempra 5.750% Junior Subord,SREA,NYSE,2023-03-31 19:00:00,,,,
Scully Royalty Ltd.,SRL,NYSE,2022-12-05 18:00:00,0.0,,82.4875,0.0
SouthState Corporation,SSB,NasdaqGS,2023-02-16 18:00:00,0.026990369,2.2 - Buy,11.181684,1.99
Summit State Bank,SSBI,NasdaqGM,2023-02-15 18:00:00,0.034334764,,5.920168,0.48
"Southern States Bancshares, Inc",SSBK,NasdaqGS,2023-02-15 18:00:00,0.015247776,3.0 - Hold,8.109271,0.36
"Simpson Manufacturing Company, ",SSD,NYSE,2023-04-26 19:00:00,0.01009507,1.7 - Buy,14.417236,1.03
Sasol Ltd.,SSL,NYSE,2023-03-23 19:00:00,1.7728759,1.0 - Strong Buy,4.0849676,21.7
"SS&C Technologies Holdings, Inc",SSNC,NasdaqGS,2023-03-14 19:00:00,0.014864363,2.2 - Buy,22.73251,0.8
SSR Mining Inc.,SSRM,NasdaqGS,2023-03-29 19:00:00,0.020482808,2.0 - Buy,15.30337,0.28
SuRo Capital Corp.,SSSS,NasdaqGS,2022-04-14 19:00:00,0.0,1.3 - Strong Buy,,0.0
SuRo Capital Corp. - 6.00% Note,SSSSL,NasdaqGM,2023-03-29 19:00:00,,,,
"Shutterstock, Inc.",SSTK,NYSE,2023-03-15 19:00:00,0.013737837,2.2 - Buy,34.47805,0.96
Sensata Technologies Holding pl,ST,NYSE,2023-02-21 18:00:00,0.007110537,2.5 - Buy,24.586388,0.33
"Stag Industrial, Inc.",STAG,NYSE,2023-04-16 19:00:00,0.045006167,2.2 - Buy,32.54,1.46
iStar Inc.,STAR,NYSE,2022-09-14 19:00:00,0.054269176,2.7 - Hold,,0.375
"S&T Bancorp, Inc.",STBA,NasdaqGS,2023-02-22 18:00:00,0.037442926,3.0 - Hold,9.98538,1.23
Stewart Information Services Co,STC,NYSE,2023-03-30 19:00:00,0.042690814,1.3 - Strong Buy,6.3283334,1.65
STERIS plc (Ireland),STE,NYSE,2023-03-22 19:00:00,0.01020466,1.8 - Buy,,1.8
"Stellar Bancorp, Inc.",STEL,NasdaqGS,2023-03-30 19:00:00,0.016393444,2.2 - Buy,19.323944,0.43
StepStone Group Inc.,STEP,NasdaqGS,2023-03-14 19:00:00,0.03114618,2.8 - Hold,,0.75
Sunlands Technology Group,STG,NYSE,2022-07-28 19:00:00,0.0,4.0 - Underperform,1.5064309,0.0
Stellantis N.V.,STLA,NYSE,2023-05-03 19:00:00,0.07943094,2.0 - Buy,3.1645105,1.34
"Steel Dynamics, Inc.",STLD,NasdaqGS,2023-04-13 19:00:00,0.013366094,2.9 - Hold,5.807104,1.36
STMicroelectronics N.V.,STM,NYSE,2023-03-27 19:00:00,0.0,2.1 - Buy,12.082089,0.0
Stantec Inc,STN,NYSE,2023-04-16 19:00:00,0.012580815,1.7 - Buy,36.16352,0.72
Scorpio Tankers Inc.,STNG,NYSE,2023-03-30 19:00:00,0.0072529465,1.6 - Buy,5.6257796,0.4
Sitio Royalties Corp.,STR,NYSE,2023-03-30 19:00:00,0.10431655,1.9 - Buy,18.387386,2.03
"Strategic Education, Inc.",STRA,NasdaqGS,2023-03-12 19:00:00,0.028275214,1.5 - Strong Buy,44.36923,2.4
"Star Equity Holdings, Inc. - Se",STRRP,NasdaqGM,2023-03-09 18:00:00,0.0,,,0.0
Stratus Properties Inc.,STRS,NasdaqGS,2022-09-28 19:00:00,0.0,,2.768116,0.0
"Strawberry Fields REIT, Inc.",STRW,NYSE American,2023-03-30 19:00:00,0.014285714,,43.75,0.1
State Street Corporation,STT,NYSE,2023-04-12 19:00:00,0.032564454,2.4 - Buy,10.817656,2.4
Stevanato Group S.p.A.,STVN,NYSE,2022-07-12 19:00:00,0.0,1.6 - Buy,47.029705,0.0
"STARWOOD PROPERTY TRUST, INC. S",STWD,NYSE,2023-01-12 18:00:00,0.10946407,1.7 - Buy,6.5492425,1.92
Seagate Technology Holdings PLC,STX,NasdaqGS,2023-04-05 19:00:00,0.046783626,2.4 - Buy,21.935484,2.8
"Constellation Brands, Inc.",STZ,NYSE,2023-02-21 18:00:00,0.014627598,2.0 - Buy,359.41666,3.16
Suncor Energy  Inc.,SU,NYSE,2023-03-23 19:00:00,0.064229585,2.3 - Buy,6.659817,1.88
"Sun Communities, Inc.",SUI,NYSE,2023-04-16 19:00:00,0.02545928,1.9 - Buy,68.18593,3.52
Sunoco LP,SUN,NYSE,2023-02-20 18:00:00,0.07878788,2.2 - Buy,9.253862,3.302
Grupo Supervielle S.A.,SUPV,NYSE,2022-05-23 19:00:00,0.0,4.0 - Underperform,,0.0
Suzano S.A.,SUZ,NYSE,2023-01-08 18:00:00,0.0,2.3 - Buy,2.5255256,0.0
